Budget	Avg Rating	Month	Class	Movie Title	Performance Ratio	Genres
150000000.00	3.754392171	11	1	Harry Potter and the Goblet of Fire (2005)	5.98	Adventure|Fantasy|Thriller|IMAX
8000000.00	2.652631579	3	1	Shutter (2008)	5.97	Horror|Mystery|Thriller
25000000.00	3.201912568	1	1	No Strings Attached (2011)	5.97	Comedy|Romance
65000000.00	3.564746133	3	1	Ice Age (2002)	5.94	Adventure|Animation|Children|Comedy
20000000.00	3.293368467	4	1	Disturbia (2007)	5.93	Drama|Thriller
14000000.00	2.838150289	8	1	Possession, The (2012)	5.92	Horror|Thriller
8500000.00	3.917608286	10	1	Nightcrawler (2014)	5.92	Crime|Drama|Thriller
18500000.00	2.931348222	4	1	Amityville Horror, The (2005)	5.90	Horror|Thriller
30000000.00	3.51675485	8	1	Lee Daniels' The Butler (2013)	5.90	Drama
750000.00	3.562830299	6	1	Safety Not Guaranteed (2012)	5.90	Comedy|Drama
10000000.00	2.67762352	8	1	Jeepers Creepers (2001)	5.89	Horror
80000000.00	3.45302843	9	1	Hotel Transylvania 2 (2015)	5.88	Animation|Comedy
15000000.00	3.728820775	12	1	Match Point (2005)	5.86	Crime|Drama|Romance
22500000.00	3.338897721	6	1	1408 (2007)	5.83	Drama|Horror|Thriller
200000.00	3.04787234	6	1	The Overnight (2015)	5.83	Comedy
102000000.00	3.823918054	11	1	Casino Royale (2006)	5.83	Action|Adventure|Thriller
35000000.00	3.037174721	9	1	Bridget Jones's Baby (2016)	5.82	Comedy|Romance
200000.00	1.769230769	2	1	Trois (2000)	5.81	Thriller
1000000.00	3.367256637	9	1	The Skeleton Twins (2014)	5.80	Drama
70702619.00	3.249963246	8	1	Signs (2002)	5.77	Horror|Sci-Fi|Thriller
195000000.00	2.772450223	6	1	Transformers: Dark of the Moon (2011)	5.76	Action|Adventure|Sci-Fi|War|IMAX
27000000.00	3.846417445	3	1	Limitless (2011)	5.76	Sci-Fi|Thriller
65000000.00	3.112695492	12	1	What Women Want (2000)	5.76	Comedy|Romance
17000000.00	3.328571429	4	1	Evil Dead (2013)	5.75	Horror
18000000.00	3.615505336	7	1	Blue Jasmine (2013)	5.72	Drama
15500000.00	3.69924812	6	1	Vie en Rose, La (Môme, La) (2007)	5.72	Drama|Musical
30000000.00	3.667193388	9	1	Looper (2012)	5.68	Action|Crime|Sci-Fi
25000000.00	3.131274131	2	1	Dear John (2010)	5.68	Drama|Romance|War
13000000.00	3.282051282	3	1	Miracles from Heaven (2016)	5.68	Drama
17500000.00	3.00188798	11	1	Hitman (2007)	5.66	Action|Crime|Thriller
35000000.00	2.715551367	3	1	Spy Kids (2001)	5.65	Action|Adventure|Children|Comedy
26000000.00	2.774626866	12	1	New Year's Eve (2011)	5.65	Comedy|Romance
11000000.00	3.789473684	11	1	Brooklyn (2015)	5.64	Drama|Romance
4500000.00	3.821767126	12	1	25th Hour (2002)	5.63	Crime|Drama
13000000.00	2.506935687	12	1	Dude, Where's My Car? (2000)	5.63	Comedy|Sci-Fi
95000000.00	3.351425439	3	1	Cinderella (2015)	5.63	Children|Drama|Fantasy|Romance
40000000.00	3.77374023	10	1	Social Network, The (2010)	5.62	Drama
2000000.00	3.967502612	7	1	Before Sunset (2004)	5.61	Drama|Romance
17000000.00	2.796147673	3	1	40 Days and 40 Nights (2002)	5.59	Comedy|Romance
30000000.00	3.292609549	6	1	Dodgeball: A True Underdog Story (2004)	5.59	Comedy
55000000.00	3.836607935	12	1	Pursuit of Happyness, The (2006)	5.59	Drama
8500000.00	3.662273476	12	1	Crazy Heart (2009)	5.58	Drama|Romance
20000000.00	2.369765066	6	1	White Chicks (2004)	5.57	Action|Comedy|Crime
30000000.00	3.710688066	12	1	Up in the Air (2009)	5.56	Drama|Romance
200000000.00	3.746289587	11	1	Skyfall (2012)	5.55	Action|Adventure|Thriller|IMAX
2500000.00	3.617865085	10	1	Religulous (2008)	5.55	Comedy|Documentary
90000000.00	3.766111457	12	1	Sherlock Holmes (2009)	5.54	Action|Crime|Mystery|Thriller
30000000.00	3.292808219	8	1	Step Up 3D (2010)	5.53	Drama|Romance
25000000.00	3.428733674	2	1	Bridge to Terabithia (2007)	5.52	Adventure|Children|Fantasy
30000000.00	3.190275311	8	1	Princess Diaries, The (2001)	5.51	Children|Comedy|Romance
45000000.00	3.749627947	11	1	Love Actually (2003)	5.51	Comedy|Drama|Romance
5300000.00	3.986187845	1	1	Paint It Yellow (Rang De Basanti) (2006)	5.51	Action|Comedy|Drama
175000000.00	3.572542373	4	1	The Jungle Book (2016)	5.51	Adventure|Drama|Fantasy
7000000.00	3.108695652	5	1	Jumping the Broom (2011)	5.45	Comedy
1000000.00	3.525911708	10	1	Martha Marcy May Marlene (2011)	5.44	Drama|Thriller
38000000.00	2.926727771	6	1	Fast and the Furious, The (2001)	5.43	Action|Crime|Thriller
30000000.00	3.801026958	5	1	Midnight in Paris (2011)	5.43	Comedy|Fantasy|Romance
42000000.00	3.51937965	6	1	Chicken Run (2000)	5.42	Animation|Children|Comedy
90000000.00	3.246105919	4	1	Rio (2011)	5.42	Adventure|Animation|Children|Comedy
10000000.00	2.926174497	8	1	Sinister 2 (2015)	5.41	Horror|Mystery|Thriller
127500000.00	2.325371207	11	1	Twilight Saga: Breaking Dawn - Part 1, The (2011)	5.41	Adventure|Drama|Fantasy|Romance
45000000.00	2.840946166	7	1	Journey to the Center of the Earth (2008)	5.40	Action|Adventure|Sci-Fi
38000000.00	3.239681604	7	1	Ugly Truth, The (2009)	5.40	Comedy|Drama|Romance
14000000.00	2.932432432	1	1	Stomp the Yard (2007)	5.39	Drama|Musical
5000000.00	3.750429553	7	1	Way, Way Back, The (2013)	5.37	Comedy|Drama
200000000.00	3.889039925	6	1	Toy Story 3 (2010)	5.35	Adventure|Animation|Children|Comedy|Fantasy|IMAX
19000000.00	2.697587593	1	1	Just Married (2003)	5.35	Comedy|Romance
43000000.00	3.337882548	6	1	Heat, The (2013)	5.34	Action|Comedy|Crime
30000000.00	3.165349722	1	1	27 Dresses (2008)	5.34	Comedy|Romance
1900000.00	2.666666667	2	1	ABCD (Any Body Can Dance) (2013)	5.34	Drama|Romance
5000000.00	2.692789969	9	1	Apollo 18 (2011)	5.30	Horror|Sci-Fi|Thriller
85000000.00	3.802760865	12	1	Ocean's Eleven (2001)	5.30	Crime|Thriller
4000000.00	2.29	4	1	Haunted House 2, A (2014)	5.30	Comedy|Horror
31000000.00	4.0080016	3	1	Grand Budapest Hotel, The (2014)	5.30	Comedy|Drama
3500000.00	2.791457286	12	1	Empire (2002)	5.28	Crime|Drama
110000000.00	3.054917719	12	1	Night at the Museum (2006)	5.27	Action|Comedy|Fantasy|IMAX
33000000.00	2.37723824	6	1	Big Momma's House (2000)	5.26	Comedy
210000000.00	2.562189055	6	1	Transformers: Age of Extinction (2014)	5.26	Action|Adventure|Sci-Fi
200000000.00	3.877361791	12	1	Rogue One: A Star Wars Story (2016)	5.25	Action|Adventure|Fantasy|Sci-Fi
30000000.00	3.833435798	10	1	Mystic River (2003)	5.23	Crime|Drama|Mystery
13000000.00	3.818181818	12	1	Letters from Iwo Jima (2006)	5.22	Drama|War
160000000.00	4.161755957	7	1	Inception (2010)	5.20	Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
30000000.00	3.506878558	12	1	P.S. I Love You (2007)	5.19	Comedy|Drama|Romance
93000000.00	3.556342227	8	1	Rise of the Planet of the Apes (2011)	5.19	Action|Drama|Sci-Fi|Thriller
5000000.00	3.839501511	5	1	Barbarian Invasions, The (Les invasions barbares) (2003)	5.18	Comedy|Crime|Drama|Mystery|Romance
5000000.00	3.206505295	8	1	Our Idiot Brother (2011)	5.17	Comedy
15000000.00	2.978231293	8	1	Halloween (2007)	5.17	Horror
60000000.00	2.799349882	11	1	Chicken Little (2005)	5.17	Action|Adventure|Animation|Children|Comedy|Sci-Fi
8000000.00	3.758157169	9	1	50/50 (2011)	5.17	Comedy|Drama
7000000.00	2.019607843	1	1	Devil's Due (2014)	5.16	Horror
11000000.00	3.651315789	4	1	Woman in Gold (2015)	5.16	Drama
50000000.00	3.498992697	6	1	Super 8 (2011)	5.16	Mystery|Sci-Fi|Thriller|IMAX
50000000.00	3.581773653	3	1	Erin Brockovich (2000)	5.16	Drama
145000000.00	3.201161563	6	1	Madagascar 3: Europe's Most Wanted (2012)	5.15	Adventure|Animation|Children|Comedy|IMAX
57500000.00	3.102675585	9	1	Resident Evil: Afterlife (2010)	5.15	Action|Horror|Sci-Fi|Thriller|IMAX
18000000.00	3.236693548	12	1	Family Stone, The (2005)	5.13	Comedy|Drama|Romance
15000000.00	3.039772727	3	1	Diary of a Wimpy Kid (2010)	5.13	Children|Comedy
200000000.00	3.157551223	3	1	Alice in Wonderland (2010)	5.13	Adventure|Fantasy|IMAX
110000000.00	2.455782313	7	1	Smurfs, The (2011)	5.12	Animation|Children|Comedy
8500000.00	3.312186978	2	1	The DUFF (2015)	5.12	Comedy
200000000.00	3.707073588	6	1	Finding Dory (2016)	5.11	Adventure|Animation|Comedy
16000000.00	3.850524407	4	1	Hot Fuzz (2007)	5.11	Action|Comedy|Crime|Mystery
44500000.00	3.799071991	10	1	Argo (2012)	5.10	Drama|Thriller
18000000.00	2.776536313	3	1	My Big Fat Greek Wedding 2 (2016)	5.09	Comedy
2000000.00	3.247619048	8	1	We Are Your Friends (2015)	5.08	Drama|Romance
16500000.00	3.811192325	8	1	Illusionist, The (2006)	5.08	Drama|Fantasy|Mystery|Romance
120000000.00	3.706432841	11	1	Life of Pi (2012)	5.07	Adventure|Drama|IMAX
350000.00	3.794258373	7	1	Murderball (2005)	5.07	Documentary
160000000.00	2.980750487	5	1	Shrek the Third (2007)	5.05	Adventure|Animation|Children|Comedy|Fantasy
125000000.00	3.465232616	4	1	Fast Five (Fast and the Furious 5, The) (2011)	5.04	Action|Crime|Drama|Thriller|IMAX
85000000.00	3.642831534	12	1	Cast Away (2000)	5.03	Drama
33000000.00	3.330882353	7	1	Step Up Revolution (2012)	5.02	Musical
25000000.00	2.400841566	7	1	Legally Blonde 2: Red, White & Blonde (2003)	5.01	Comedy
20000000.00	3.747344461	11	1	Wonder Woman (2017)	5.01	Action|Adventure|Fantasy
35000000.00	2.900439239	2	1	Identity Thief (2013)	5.01	Comedy|Crime
8470000.00	3.520408163	2	1	My Name is Khan (2010)	5.00	Drama|Romance
1070000.00	3.772727273	12	1	Rocket Singh: Salesman of the Year (2009)	5.00	Comedy|Drama
75000000.00	2.801258075	10	1	Shark Tale (2004)	4.96	Animation|Children|Comedy
10000000.00	2.949905482	11	1	Fourth Kind, The (2009)	4.95	Horror|Mystery|Sci-Fi|Thriller
25000000.00	2.944444444	1	1	Hide and Seek (2005)	4.95	Horror|Mystery|Thriller
250000000.00	3.172764228	4	1	The Fate of the Furious (2017)	4.95	Action|Crime|Drama|Thriller
160000000.00	3.329382408	5	1	Fast & Furious 6 (Fast and the Furious 6, The) (2013)	4.93	Action|Crime|Thriller|IMAX
28000000.00	2.0625	7	1	Girls Trip (2017)	4.93	Comedy
40000000.00	3.674360261	9	1	The Intern (2015)	4.93	Comedy
150000000.00	3.329489038	5	1	Matrix Reloaded, The (2003)	4.92	Action|Adventure|Sci-Fi|Thriller|IMAX
2500000.00	3.734149856	9	1	My Life Without Me (2003)	4.91	Drama|Romance
20000000.00	2.346238938	1	1	Are We There Yet? (2005)	4.91	Children|Comedy
16000000.00	2.475836431	1	1	Unborn, The (2009)	4.89	Horror|Mystery|Thriller
175000000.00	3.967576171	6	1	Inside Out (2015)	4.88	Adventure|Animation|Children|Comedy|Drama|Fantasy
40000000.00	3.298887122	4	1	Other Woman, The (2014)	4.88	Comedy|Romance
23000000.00	3.109381603	3	1	Final Destination (2000)	4.87	Drama|Thriller
115000000.00	3.857819975	11	1	Monsters, Inc. (2001)	4.87	Adventure|Animation|Children|Comedy|Fantasy
50000000.00	3.120731707	12	1	Daddy's Home (2015)	4.86	Comedy
127000000.00	3.915124884	3	1	Logan (2017)	4.85	Action|Sci-Fi
27000000.00	3.650356734	5	1	About a Boy (2002)	4.84	Comedy|Drama|Romance
25000000.00	3.073863636	12	1	Parental Guidance (2012)	4.83	Comedy
73000000.00	2.838095238	5	1	The Angry Birds Movie (2016)	4.83	Animation|Comedy
42000000.00	3.602258469	3	1	21 Jump Street (2012)	4.83	Action|Comedy|Crime
20000000.00	2.604060914	7	1	Tammy (2014)	4.82	Comedy
2000000.00	3.765211167	6	1	Me and You and Everyone We Know (2005)	4.81	Comedy|Drama
20000000.00	2.914047151	2	1	Tigger Movie, The (2000)	4.81	Animation|Children
13000000.00	2.249726177	2	1	Snow Day (2000)	4.80	Comedy
38000000.00	3.162065095	9	1	Sweet Home Alabama (2002)	4.80	Comedy|Romance
12000000.00	2.627791563	2	1	Eye, The (2008)	4.80	Drama|Horror|Thriller
4000000.00	3.1	4	1	Visitor, The (Muukalainen) (2008)	4.79	Drama|Mystery
145000000.00	3.641738157	12	1	Mission: Impossible - Ghost Protocol (2011)	4.79	Action|Adventure|Thriller|IMAX
25000000.00	2.76778784	6	1	Omen, The (2006)	4.77	Horror|Thriller
28000000.00	4.005572937	12	1	Big Short, The (2015)	4.76	Drama
40000000.00	2.816083576	12	1	Cheaper by the Dozen (2003)	4.76	Children|Comedy
2000000.00	3.454469854	8	1	Thirteen (2003)	4.75	Drama
12000000.00	1.888537906	2	1	Crossroads (2002)	4.75	Comedy|Musical|Romance
45000000.00	3.040750628	12	1	Miss Congeniality (2000)	4.74	Comedy|Crime
225000000.00	3.473870946	7	1	Pirates of the Caribbean: Dead Man's Chest (2006)	4.74	Action|Adventure|Fantasy
50000000.00	3.086907449	4	1	American Reunion (American Pie 4) (2012)	4.74	Comedy
30000000.00	3.069361702	11	1	SpongeBob SquarePants Movie, The (2004)	4.74	Adventure|Animation|Children|Comedy
300000.00	3.511986301	12	1	Wendy and Lucy (2008)	4.72	Drama
35000000.00	3.457354759	10	1	In Time (2011)	4.72	Crime|Sci-Fi|Thriller
5000000.00	2.842105263	4	1	God's Not Dead 2 (2016)	4.71	Drama
63000000.00	2.951656343	7	1	Austin Powers in Goldmember (2002)	4.70	Comedy
37000000.00	3.647829341	11	1	Creed (2015)	4.69	Drama
151000000.00	3.158882001	7	1	Transformers (2007)	4.69	Action|Sci-Fi|Thriller|IMAX
12000000.00	3.755437978	10	1	Frida (2002)	4.68	Drama|Romance
150000000.00	3.609459891	7	1	Mission: Impossible - Rogue Nation (2015)	4.67	Action|Adventure|Thriller
6000000.00	3.114285714	3	1	Brothers, The (2001)	4.66	Comedy|Drama
20000000.00	3.379220779	3	1	Last Song, The (2010)	4.63	Drama|Romance
250000.00	3.250574713	7	1	Chuck & Buck (2000)	4.63	Comedy|Drama
250000000.00	3.724677716	5	1	Captain America: Civil War (2016)	4.61	Action|Sci-Fi|Thriller
20000000.00	4.076387191	11	1	Spotlight (2015)	4.61	Thriller
25000000.00	3.721704958	11	1	Finding Neverland (2004)	4.60	Drama
225000.00	3.328358209	9	1	Urbania (2000)	4.59	Drama
165000000.00	3.081610446	5	1	Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)	4.58	Adventure|Animation|Children|Comedy|Fantasy|IMAX
25000000.00	2.49391172	8	1	Freddy vs. Jason (2003)	4.58	Action|Horror|Thriller
75000000.00	3.664363172	5	1	Now You See Me (2013)	4.57	Crime|Mystery|Thriller
35000000.00	3.513039465	3	1	21 (2008)	4.57	Crime|Drama|Romance|Thriller
30000000.00	3.781415209	9	1	Remember the Titans (2000)	4.56	Drama
37000000.00	3.534852547	9	1	Burn After Reading (2008)	4.55	Comedy|Crime|Drama
170000000.00	3.927768202	8	1	Guardians of the Galaxy (2014)	4.54	Action|Adventure|Sci-Fi
180000000.00	3.688679245	11	1	Thor: Ragnarok (2017)	4.54	Action|Adventure|Sci-Fi
140000000.00	3.813028043	7	1	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	4.54	Action|Adventure|Comedy|Fantasy
85000000.00	3.036497731	11	1	Happy Feet (2006)	4.53	Adventure|Animation|Children|Comedy|IMAX
70000000.00	4.002424152	8	1	Inglourious Basterds (2009)	4.53	Action|Drama|War
40000000.00	3.27022977	2	1	He's Just Not That Into You (2009)	4.53	Comedy|Drama|Romance
50000000.00	3.386604361	12	1	Yes Man (2008)	4.52	Comedy
28000000.00	3.842022941	11	1	Pride & Prejudice (2005)	4.52	Drama|Romance
3200000.00	3.83101473	7	1	Maria Full of Grace (Maria, Llena eres de gracia) (2004)	4.51	Crime|Drama
25000000.00	2.76797829	2	1	Final Destination 3 (2006)	4.51	Horror|Mystery|Thriller
840000.00	3.35619469	8	1	Celeste and Jesse Forever (Celeste & Jesse Forever) (2012)	4.51	Comedy|Drama|Romance
100000000.00	4.008478069	12	1	Django Unchained (2012)	4.50	Action|Drama|Western
15000000.00	2.441798942	2	1	When a Stranger Calls (2006)	4.48	Horror|Thriller
7500000.00	2.594326241	6	1	Hostel: Part II (2007)	4.48	Crime|Horror|Thriller
40000000.00	2.338964578	4	1	Scary Movie 4 (2006)	4.47	Comedy|Horror
180000000.00	3.703920421	11	1	Fantastic Beasts and Where to Find Them (2016)	4.47	Fantasy
18000000.00	2.659259259	9	1	Fame (2009)	4.46	Comedy|Drama|Musical|Romance
10000000.00	3.381578947	12	1	Gift, The (2000)	4.46	Thriller
85000000.00	3.485224983	9	1	Hotel Transylvania (2012)	4.45	Animation|Children|Comedy
125000000.00	3.050715746	5	1	Day After Tomorrow, The (2004)	4.45	Action|Adventure|Drama|Sci-Fi|Thriller
50000000.00	3.484962406	2	1	Non-Stop (2014)	4.45	Action|Mystery|Thriller
10000000.00	2.944444444	2	1	Recess: School's Out (2001)	4.45	Animation|Children
103000000.00	3.954814701	5	1	Gladiator (2000)	4.44	Action|Adventure|Drama
98000000.00	2.953156635	5	1	Mummy Returns, The (2001)	4.44	Action|Adventure|Comedy|Thriller
30000000.00	3.193089431	8	1	Hope Springs (2012)	4.44	Comedy|Drama
150000000.00	3.510717069	5	1	Kung Fu Panda 2 (2011)	4.43	Action|Adventure|Animation|Children|Comedy|IMAX
13000000.00	3.502040816	11	1	Mist, The (2007)	4.40	Horror|Sci-Fi
32000000.00	3.753663342	4	1	Source Code (2011)	4.39	Action|Drama|Mystery|Sci-Fi|Thriller
80000000.00	2.235714286	12	1	Alvin and the Chipmunks: Chipwrecked (2011)	4.36	Animation|Comedy
12000000.00	3.305403496	8	1	One Hour Photo (2002)	4.35	Drama|Thriller
15000000.00	3.755944056	9	1	Lust, Caution (Se, jie) (2007)	4.35	Drama|Romance|Thriller|War
22000000.00	3.364298012	9	1	Underworld (2003)	4.35	Action|Fantasy|Horror
50000000.00	3.193740686	6	1	Central Intelligence (2016)	4.34	Action|Comedy
20000000.00	1.471666667	1	1	Epic Movie (2007)	4.34	Adventure|Comedy
2000000.00	3.789404133	8	1	American Splendor (2003)	4.34	Comedy|Drama
48000000.00	3.806406469	12	1	Traffic (2000)	4.34	Crime|Drama|Thriller
7000000.00	3.601691042	10	1	Serious Man, A (2009)	4.34	Comedy|Drama
50000000.00	0.631578947	7	1	The Emoji Movie (2017)	4.33	Animation|Children|Comedy
23600000.00	3.779160587	10	1	Zombieland (2009)	4.33	Action|Comedy|Horror
30000000.00	3.744373479	12	1	Atonement (2007)	4.33	Drama|Romance|War
21500000.00	3.721309371	10	1	Michael Clayton (2007)	4.33	Drama|Thriller
47000000.00	4.022610922	11	1	Arrival (2016)	4.32	Sci-Fi
18000000.00	3.621383031	4	1	United 93 (2006)	4.31	Crime|Drama
94000000.00	3.805289944	2	1	Kingsman: The Secret Service (2015)	4.30	Action|Adventure|Comedy|Crime
50000000.00	2.960877863	1	1	Hansel & Gretel: Witch Hunters (2013)	4.30	Action|Fantasy|Horror|IMAX
150000000.00	3.378876462	11	1	Thor: The Dark World (2013)	4.30	Action|Adventure|Fantasy|IMAX
80000000.00	3.324423816	5	1	Over the Hedge (2006)	4.29	Adventure|Animation|Children|Comedy
16000000.00	3.969538797	5	1	Moonrise Kingdom (2012)	4.29	Comedy|Drama|Romance
18000000.00	3.36837238	11	1	Bad Santa (2003)	4.29	Comedy|Crime
125000000.00	3.738952196	12	1	Sherlock Holmes: A Game of Shadows (2011)	4.29	Action|Adventure|Comedy|Crime|Mystery|Thriller
22000000.00	3.723636364	8	1	The Hundred-Foot Journey (2014)	4.29	Comedy|Drama
17000000.00	3.232142857	11	1	Best Man Holiday, The (2013)	4.28	Comedy|Drama
15000000.00	3.439220593	5	1	28 Weeks Later (2007)	4.28	Horror|Sci-Fi|Thriller
85000000.00	3.216334468	4	1	Fast & Furious (Fast and the Furious 4, The) (2009)	4.27	Action|Crime|Drama|Thriller
130000000.00	3.19361413	10	1	Puss in Boots (2011)	4.27	Adventure|Animation|Comedy|Fantasy|IMAX
150000000.00	3.847451274	11	1	Moana (2016)	4.26	Adventure|Animation|Children|Comedy|Fantasy
175000000.00	2.882548476	8	1	Suicide Squad (2016)	4.26	Action|Crime|Sci-Fi
330600000.00	3.59498023	5	1	Avengers: Age of Ultron (2015)	4.26	Action|Adventure|Sci-Fi
20000000.00	1.620399579	2	1	Date Movie (2006)	4.26	Comedy|Romance
185000000.00	2.921680993	5	1	Indiana Jones and the Kingdom of the Crystal Skull (2008)	4.25	Action|Adventure|Comedy|Sci-Fi
135000000.00	3.407963937	3	1	Croods, The (2013)	4.24	Adventure|Animation|Comedy
40000000.00	3.575471698	12	1	Impossible, The (Imposible, Lo) (2012)	4.24	Drama|Thriller
145000000.00	3.740234375	6	1	How to Train Your Dragon 2 (2014)	4.24	Action|Adventure|Animation
60000000.00	2.708835341	3	1	Wild Hogs (2007)	4.23	Adventure|Comedy
13000000.00	3.503209243	10	1	St. Vincent (2014)	4.22	Comedy
180000000.00	3.385691447	5	1	Maleficent (2014)	4.21	Action|Adventure|Children|IMAX
74000000.00	2.920454545	2	1	SpongeBob Movie: Sponge Out of Water, The (2015)	4.21	Adventure|Animation|Children|Comedy
22000000.00	3.583212209	12	1	I Am Sam (2001)	4.21	Drama
170000000.00	3.720278117	4	1	Captain America: The Winter Soldier (2014)	4.20	Action|Adventure|Sci-Fi|IMAX
60000000.00	3.323529412	10	1	Michael Jackson's This Is It (2009)	4.20	Documentary|Musical|IMAX
40000000.00	1.969628286	7	1	Spy Kids 3-D: Game Over (2003)	4.20	Action|Adventure|Children
3000000.00	2.853658537	9	1	Bachelorette (2012)	4.19	Comedy
35000000.00	3.314800313	7	1	Friends with Benefits (2011)	4.19	Comedy|Romance
11000000.00	3.426536427	1	1	Walk to Remember, A (2002)	4.19	Drama|Romance
52000000.00	2.925907753	2	1	Valentine's Day (2010)	4.18	Comedy|Romance
170000000.00	3.572843367	7	1	Dawn of the Planet of the Apes (2014)	4.18	Sci-Fi
150000000.00	3.816304096	6	1	Ratatouille (2007)	4.18	Animation|Children|Drama
40000000.00	3.683471074	2	1	John Wick: Chapter Two (2017)	4.17	Action|Crime|Thriller
50000000.00	2.223642173	6	1	Garfield: The Movie (2004)	4.16	Animation|Children|Comedy
150000000.00	3.153034504	7	1	Hancock (2008)	4.16	Action|Adventure|Comedy|Crime|Fantasy
15000000.00	2.643764246	12	1	Not Another Teen Movie (2001)	4.16	Comedy
5000000.00	2.22972973	1	1	Fifty Shades of Black (2016)	4.15	Comedy|Romance
17000000.00	2.885357143	3	1	Hills Have Eyes, The (2006)	4.14	Drama|Horror|Thriller
60000000.00	3.306634304	12	1	Marley & Me (2008)	4.13	Comedy|Drama
42000000.00	2.941099476	1	1	Along Came Polly (2004)	4.12	Comedy|Romance
25000000.00	2.889842141	12	1	Jimmy Neutron: Boy Genius (2001)	4.12	Adventure|Animation|Children|Comedy
